Sensor_ID,Y,X,time_stamp,humidity,temperature,pm2.5_atm,cluster,reclassified_cluster
147749,44.955786,-93.385116,2023-04-03T06:00:00Z,22.092,80.65,0.0005,1,C2 (12.1-35.4)
5582,44.891801,-93.343657,2023-04-03T06:00:00Z,47.894,44.416,1.2505000000000002,1,C2 (12.1-35.4)
157861,44.929823,-93.258342,2023-04-03T06:00:00Z,58.211,39.117,4.676,6,
174451,44.9533612,-93.2471748,2023-04-03T06:00:00Z,45.561,48.917,2.7325,1,C2 (12.1-35.4)
143224,45.008751,-93.2498991,2023-04-03T06:00:00Z,60.106,39.383,2.833,1,C2 (12.1-35.4)
143666,44.9978629,-93.2491069,2023-04-03T06:00:00Z,55.511,41.778,3.0165,1,C2 (12.1-35.4)
107096,44.94275,-93.1704394,2023-04-03T06:00:00Z,23.522,69.272,0.02,1,C2 (12.1-35.4)
54907,45.00335341,-93.25570528,2023-04-03T06:00:00Z,55.778,40.005,2.9105,1,C2 (12.1-35.4)
157757,44.954324,-93.249533,2023-04-03T06:00:00Z,57.883,39.733,2.0915,1,C2 (12.1-35.4)
143246,44.901768,-93.277434,2023-04-03T06:00:00Z,58.872,38.606,3.8205,6,
145202,45.013673,-93.234185,2023-04-03T06:00:00Z,57.105,39.894,3.345,6,
157935,44.9298497,-93.3245593,2023-04-03T06:00:00Z,58.767,39.033,1.976,1,C2 (12.1-35.4)
46215,44.9100027,-93.2322485,2023-04-03T06:00:00Z,28.022,68.85,0.0069999999999999,1,C2 (12.1-35.4)
142756,45.0045553,-93.2604822,2023-04-03T06:00:00Z,60.811,39.346,2.659,1,C2 (12.1-35.4)
156605,44.9508794,-93.2478742,2023-04-03T06:00:00Z,60.328,41.083,2.458,1,C2 (12.1-35.4)
142774,44.953557,-93.317888,2023-04-03T06:00:00Z,62.878,38.9,3.758,6,
108364,44.878977,-93.354913,2023-04-03T06:00:00Z,59.478,38.55,3.1145,1,C2 (12.1-35.4)
143216,44.9777366,-93.2642892,2023-04-03T06:00:00Z,53.034,44.0,2.5805,1,C2 (12.1-35.4)
145616,44.9792079,-93.3026155,2023-04-03T06:00:00Z,58.767,40.367,2.5655,1,C2 (12.1-35.4)
142720,44.956349,-93.255908,2023-04-03T06:00:00Z,56.211,40.895,2.6215,1,C2 (12.1-35.4)
143222,45.0463341,-93.3154419,2023-04-03T06:00:00Z,,,2.002,1,C2 (12.1-35.4)
21179,44.9659784,-93.284883,2023-04-03T06:00:00Z,59.633,43.706,2.2265,1,C2 (12.1-35.4)
162145,44.928413,-93.411576,2023-04-03T06:00:00Z,46.786,46.0975,3.02,1,C2 (12.1-35.4)
98259,44.8996846,-93.1791584,2023-04-03T06:00:00Z,63.528,38.261,1.1685,1,C2 (12.1-35.4)
3088,44.935901,-93.21761,2023-04-03T06:00:00Z,53.38,43.011,0.806,1,C2 (12.1-35.4)
171919,44.900388,-93.387719,2023-04-03T06:00:00Z,39.164,50.928,2.572,1,C2 (12.1-35.4)
143636,45.0097112,-93.2949223,2023-04-03T06:00:00Z,55.514,41.791,2.969,1,C2 (12.1-35.4)
157877,44.9010151,-93.2084282,2023-04-03T06:00:00Z,60.75,39.1,3.2055,1,C2 (12.1-35.4)
143648,45.03,-93.292549,2023-04-03T06:00:00Z,63.206,37.75,2.6795,1,C2 (12.1-35.4)
142732,44.917056,-93.274602,2023-04-03T06:00:00Z,57.244,41.255,3.371,6,
142726,45.015118,-93.289444,2023-04-03T06:00:00Z,62.229,38.947,3.2185,1,C2 (12.1-35.4)
11134,44.927815,-93.322808,2023-04-03T06:00:00Z,0.0,32.0,1.4725,1,C2 (12.1-35.4)
142752,44.998442,-93.297803,2023-04-03T06:00:00Z,,,2.8595,1,C2 (12.1-35.4)
143214,44.9063869,-93.2323539,2023-04-03T06:00:00Z,61.822,39.767,2.0275,1,C2 (12.1-35.4)
142736,44.9724723,-93.2830342,2023-04-03T06:00:00Z,58.198,41.089,2.8520000000000003,1,C2 (12.1-35.4)
113486,44.927942,-93.254285,2023-04-03T06:00:00Z,56.578,41.167,0.475,1,C2 (12.1-35.4)
17189,44.9812848,-93.2716517,2023-04-03T06:00:00Z,14.006,88.967,0.495,1,C2 (12.1-35.4)
145610,45.0102261,-93.2855661,2023-04-03T06:00:00Z,60.356,38.978,2.9635,1,C2 (12.1-35.4)
108274,45.030721,-93.393912,2023-04-03T06:00:00Z,51.505,42.722,0.004,1,C2 (12.1-35.4)
142744,44.995871,-93.296236,2023-04-03T06:00:00Z,95.706,36.906,3.1245000000000003,1,C2 (12.1-35.4)
157787,45.0394756,-93.2886019,2023-04-03T06:00:00Z,55.573,40.872,1.7245,1,C2 (12.1-35.4)
107082,44.9202,-93.17529,2023-04-03T06:00:00Z,15.217,81.0,0.005,1,C2 (12.1-35.4)
162845,44.908493,-93.116658,2023-04-03T06:00:00Z,15.214,80.53,2.008,1,C2 (12.1-35.4)
143242,44.9675165,-93.2114928,2023-04-03T06:00:00Z,63.222,39.339,3.735,6,
142750,44.923123,-93.329243,2023-04-03T06:00:00Z,53.904,44.29,2.784,1,C2 (12.1-35.4)
23989,45.112031,-93.277993,2023-04-03T06:00:00Z,62.883,37.417,1.8405,1,C2 (12.1-35.4)
43305,44.898873,-93.302307,2023-04-03T06:00:00Z,58.161,39.939,3.8915,6,
142748,44.9657162,-93.2849645,2023-04-03T06:00:00Z,,,2.3355,1,C2 (12.1-35.4)
116413,44.9613228,-93.242437,2023-04-03T06:00:00Z,62.45,39.523,0.0,1,C2 (12.1-35.4)
75827,44.932755,-93.140978,2023-04-03T06:00:00Z,40.117,-228.0,2.404,1,C2 (12.1-35.4)
143238,45.0423825,-93.2978862,2023-04-03T06:00:00Z,62.9,37.867,2.6025,1,C2 (12.1-35.4)
145250,44.9681144,-93.3170144,2023-04-03T06:00:00Z,56.9,42.828,3.217,1,C2 (12.1-35.4)
142718,44.995739,-93.295972,2023-04-03T06:00:00Z,60.778,40.111,2.66,1,C2 (12.1-35.4)
5582,44.891801,-93.343657,2023-04-03T12:00:00Z,38.961,50.028,5.7995,6,
143214,44.9063869,-93.2323539,2023-04-03T12:00:00Z,45.272,49.133,6.713,6,
126487,45.0386,-93.2142,2023-04-03T12:00:00Z,48.089,46.255,4.5995,6,
162845,44.908493,-93.116658,2023-04-03T12:00:00Z,16.011,88.544,0.4,1,C2 (12.1-35.4)
43305,44.898873,-93.302307,2023-04-03T12:00:00Z,46.872,45.617,7.8765,3,C4 (55.5-150.3)
143224,45.008751,-93.2498991,2023-04-03T12:00:00Z,48.594,45.944,9.3065,3,C4 (55.5-150.3)
157861,44.929823,-93.258342,2023-04-03T12:00:00Z,41.456,52.433,8.0555,3,C4 (55.5-150.3)
46215,44.9100027,-93.2322485,2023-04-03T12:00:00Z,28.294,72.094,0.0255,1,C2 (12.1-35.4)
113486,44.927942,-93.254285,2023-04-03T12:00:00Z,48.889,44.944,2.9805,1,C2 (12.1-35.4)
17189,44.9812848,-93.2716517,2023-04-03T12:00:00Z,14.889,88.972,0.797,1,C2 (12.1-35.4)
162145,44.928413,-93.411576,2023-04-03T12:00:00Z,39.542,50.9055,11.197,3,C4 (55.5-150.3)
145202,45.013673,-93.234185,2023-04-03T12:00:00Z,51.594,42.644,9.755,3,C4 (55.5-150.3)
143242,44.9675165,-93.2114928,2023-04-03T12:00:00Z,49.895,45.928,8.692499999999999,3,C4 (55.5-150.3)
145454,44.944523,-93.239353,2023-04-03T12:00:00Z,50.433,44.672,10.5165,3,C4 (55.5-150.3)
157877,44.9010151,-93.2084282,2023-04-03T12:00:00Z,48.306,46.589,7.9285,3,C4 (55.5-150.3)
156605,44.9508794,-93.2478742,2023-04-03T12:00:00Z,50.098,46.063,8.409500000000001,3,C4 (55.5-150.3)
142750,44.923123,-93.329243,2023-04-03T12:00:00Z,44.117,49.011,8.6955,3,C4 (55.5-150.3)
145250,44.9681144,-93.3170144,2023-04-03T12:00:00Z,48.956,48.711,10.055,3,C4 (55.5-150.3)
143246,44.901768,-93.277434,2023-04-03T12:00:00Z,48.053,44.535,8.5095,3,C4 (55.5-150.3)
145470,44.908042,-93.2313388,2023-04-03T12:00:00Z,47.567,46.135,7.353,3,C4 (55.5-150.3)
3088,44.935901,-93.21761,2023-04-03T12:00:00Z,43.29,49.369,2.853,1,C2 (12.1-35.4)
157747,45.0158072,-93.2504886,2023-04-03T12:00:00Z,42.506,50.406,6.164,6,
145204,44.9680397,-93.21806909,2023-04-03T12:00:00Z,49.396,46.912,8.5215,3,C4 (55.5-150.3)
85113,44.9364071,-93.1789915,2023-04-03T12:00:00Z,43.478,48.367,7.5875,3,C4 (55.5-150.3)
108364,44.878977,-93.354913,2023-04-03T12:00:00Z,44.672,48.267,8.412,3,C4 (55.5-150.3)
157837,44.9879989,-93.3105071,2023-04-03T12:00:00Z,46.711,47.211,8.6735,3,C4 (55.5-150.3)
75827,44.932755,-93.140978,2023-04-03T12:00:00Z,36.206,-228.0,7.4515,3,C4 (55.5-150.3)
147749,44.955786,-93.385116,2023-04-03T12:00:00Z,23.9195,81.186,1.128,1,C2 (12.1-35.4)
116413,44.9613228,-93.242437,2023-04-03T12:00:00Z,51.1,45.322,3.514,6,
142718,44.995739,-93.295972,2023-04-03T12:00:00Z,47.526,47.97,10.1155,3,C4 (55.5-150.3)
23989,45.112031,-93.277993,2023-04-03T12:00:00Z,52.284,43.683,8.071,3,C4 (55.5-150.3)
142748,44.9657162,-93.2849645,2023-04-03T12:00:00Z,,,7.745,3,C4 (55.5-150.3)
143238,45.0423825,-93.2978862,2023-04-03T12:00:00Z,49.639,45.917,10.552,3,C4 (55.5-150.3)
157787,45.0394756,-93.2886019,2023-04-03T12:00:00Z,52.456,42.367,10.1925,3,C4 (55.5-150.3)
142744,44.995871,-93.296236,2023-04-03T12:00:00Z,80.672,40.333,10.8045,3,C4 (55.5-150.3)
107082,44.9202,-93.17529,2023-04-03T12:00:00Z,15.15,81.0,0.464,1,C2 (12.1-35.4)
157845,44.9280732,-93.2691738,2023-04-03T12:00:00Z,45.295,48.739,9.0475,3,C4 (55.5-150.3)
143648,45.03,-93.292549,2023-04-03T12:00:00Z,51.519,43.133,9.67,3,C4 (55.5-150.3)
21179,44.9659784,-93.284883,2023-04-03T12:00:00Z,48.172,48.572,7.148,6,
142726,45.015118,-93.289444,2023-04-03T12:00:00Z,51.306,45.227,9.8215,3,C4 (55.5-150.3)
108274,45.030721,-93.393912,2023-04-03T12:00:00Z,42.154,49.232,3.204,1,C2 (12.1-35.4)
142752,44.998442,-93.297803,2023-04-03T12:00:00Z,84.0,72.0,10.1325,3,C4 (55.5-150.3)
11134,44.927815,-93.322808,2023-04-03T12:00:00Z,0.0,32.0,7.5295,3,C4 (55.5-150.3)
142736,44.9724723,-93.2830342,2023-04-03T12:00:00Z,48.787,47.87,8.868500000000001,3,C4 (55.5-150.3)
142732,44.917056,-93.274602,2023-04-03T12:00:00Z,46.75,46.983,7.845,3,C4 (55.5-150.3)
145610,45.0102261,-93.2855661,2023-04-03T12:00:00Z,49.313,46.732,9.484,3,C4 (55.5-150.3)
143636,45.0097112,-93.2949223,2023-04-03T12:00:00Z,48.846,45.711,9.2295,3,C4 (55.5-150.3)
171919,44.900388,-93.387719,2023-04-03T12:00:00Z,34.633,53.606,10.199,3,C4 (55.5-150.3)
108366,44.8798835,-93.3896065,2023-04-03T12:00:00Z,46.178,47.361,8.618,3,C4 (55.5-150.3)
142774,44.953557,-93.317888,2023-04-03T12:00:00Z,52.184,44.994,10.532,3,C4 (55.5-150.3)
143226,44.9114735,-93.2251173,2023-04-03T12:00:00Z,39.9,52.572,8.381,3,C4 (55.5-150.3)
174451,44.9533612,-93.2471748,2023-04-03T12:00:00Z,40.078,52.094,10.226,3,C4 (55.5-150.3)
143666,44.9978629,-93.2491069,2023-04-03T12:00:00Z,46.661,47.167,8.9665,3,C4 (55.5-150.3)
107096,44.94275,-93.1704394,2023-04-03T12:00:00Z,23.539,75.222,1.208,1,C2 (12.1-35.4)
54907,45.00335341,-93.25570528,2023-04-03T12:00:00Z,44.7,46.933,8.2675,3,C4 (55.5-150.3)
157757,44.954324,-93.249533,2023-04-03T12:00:00Z,46.378,46.522,8.263,3,C4 (55.5-150.3)
157935,44.9298497,-93.3245593,2023-04-03T12:00:00Z,47.183,44.811,7.745000000000001,3,C4 (55.5-150.3)
145616,44.9792079,-93.3026155,2023-04-03T12:00:00Z,49.766,45.317,8.587499999999999,3,C4 (55.5-150.3)
142756,45.0045553,-93.2604822,2023-04-03T12:00:00Z,51.661,44.183,9.277,3,C4 (55.5-150.3)
143222,45.0463341,-93.3154419,2023-04-03T12:00:00Z,,,9.0695,3,C4 (55.5-150.3)
98259,44.8996846,-93.1791584,2023-04-03T12:00:00Z,47.839,47.467,3.463,6,
143216,44.9777366,-93.2642892,2023-04-03T12:00:00Z,44.378,48.961,9.494,3,C4 (55.5-150.3)
142720,44.956349,-93.255908,2023-04-03T12:00:00Z,48.206,44.717,9.0135,3,C4 (55.5-150.3)
174855,45.0594411,-93.2941663,2023-04-03T12:00:00Z,27.728,59.933,8.8385,3,C4 (55.5-150.3)
143916,44.9608851,-93.2614542,2023-04-03T12:00:00Z,50.333,43.583,9.747,3,C4 (55.5-150.3)
142730,44.992773,-93.297734,2023-04-03T12:00:00Z,50.2,44.666,9.0345,3,C4 (55.5-150.3)
157871,44.9350858,-93.270685,2023-04-03T12:00:00Z,51.061,44.556,8.581,3,C4 (55.5-150.3)
171059,45.0594076,-93.2941786,2023-04-03T12:00:00Z,12.0,93.311,0.002,1,C2 (12.1-35.4)
142728,44.957925,-93.246001,2023-04-03T12:00:00Z,45.455,47.378,9.37,3,C4 (55.5-150.3)
128195,44.935632,-93.186259,2023-04-03T12:00:00Z,45.433,47.689,3.024,1,C2 (12.1-35.4)
157935,44.9298497,-93.3245593,2023-04-03T18:00:00Z,37.017,52.023,7.515000000000001,3,C4 (55.5-150.3)
46215,44.9100027,-93.2322485,2023-04-03T18:00:00Z,29.277,72.122,0.4539999999999999,1,C2 (12.1-35.4)
142732,44.917056,-93.274602,2023-04-03T18:00:00Z,35.822,54.739,8.186499999999999,3,C4 (55.5-150.3)
145470,44.908042,-93.2313388,2023-04-03T18:00:00Z,38.496,51.65,8.3765,3,C4 (55.5-150.3)
143226,44.9114735,-93.2251173,2023-04-03T18:00:00Z,34.155,56.689,14.851,2,C3 (35.5-55.4)
85113,44.9364071,-93.1789915,2023-04-03T18:00:00Z,33.806,54.895,8.1585,3,C4 (55.5-150.3)
143214,44.9063869,-93.2323539,2023-04-03T18:00:00Z,39.011,52.578,7.512499999999999,3,C4 (55.5-150.3)
143222,45.0463341,-93.3154419,2023-04-03T18:00:00Z,,,7.721500000000001,3,C4 (55.5-150.3)
128195,44.935632,-93.186259,2023-04-03T18:00:00Z,37.594,52.817,4.066,6,
75827,44.932755,-93.140978,2023-04-03T18:00:00Z,31.678,-228.0,8.357,3,C4 (55.5-150.3)
142718,44.995739,-93.295972,2023-04-03T18:00:00Z,39.194,53.278,9.5105,3,C4 (55.5-150.3)
143238,45.0423825,-93.2978862,2023-04-03T18:00:00Z,35.767,55.761,8.0415,3,C4 (55.5-150.3)
23989,45.112031,-93.277993,2023-04-03T18:00:00Z,43.911,49.072,7.654,3,C4 (55.5-150.3)
171059,45.0594076,-93.2941786,2023-04-03T18:00:00Z,12.0,93.478,32.681,4,C5 (150.4-500)
157787,45.0394756,-93.2886019,2023-04-03T18:00:00Z,44.372,47.683,8.521,3,C4 (55.5-150.3)
143648,45.03,-93.292549,2023-04-03T18:00:00Z,40.782,49.767,8.446,3,C4 (55.5-150.3)
142726,45.015118,-93.289444,2023-04-03T18:00:00Z,39.306,52.755,8.7455,3,C4 (55.5-150.3)
108274,45.030721,-93.393912,2023-04-03T18:00:00Z,33.55,56.122,2.4015,1,C2 (12.1-35.4)
142752,44.998442,-93.297803,2023-04-03T18:00:00Z,84.0,72.0,9.290500000000002,3,C4 (55.5-150.3)
145610,45.0102261,-93.2855661,2023-04-03T18:00:00Z,40.545,52.117,8.9845,3,C4 (55.5-150.3)
143636,45.0097112,-93.2949223,2023-04-03T18:00:00Z,35.608,56.289,9.554,3,C4 (55.5-150.3)
142744,44.995871,-93.296236,2023-04-03T18:00:00Z,72.801,44.204,10.332,3,C4 (55.5-150.3)
142730,44.992773,-93.297734,2023-04-03T18:00:00Z,38.1,54.0,9.5045,3,C4 (55.5-150.3)
174855,45.0594411,-93.2941663,2023-04-03T18:00:00Z,24.267,63.75,7.822999999999999,3,C4 (55.5-150.3)
157877,44.9010151,-93.2084282,2023-04-03T18:00:00Z,40.128,51.072,8.915,3,C4 (55.5-150.3)
143242,44.9675165,-93.2114928,2023-04-03T18:00:00Z,41.611,50.522,8.686,3,C4 (55.5-150.3)
145250,44.9681144,-93.3170144,2023-04-03T18:00:00Z,39.45,55.35,9.598,3,C4 (55.5-150.3)
98259,44.8996846,-93.1791584,2023-04-03T18:00:00Z,36.911,54.128,3.904,6,
145204,44.9680397,-93.21806909,2023-04-03T18:00:00Z,39.105,53.4,8.4845,3,C4 (55.5-150.3)
157747,45.0158072,-93.2504886,2023-04-03T18:00:00Z,35.589,58.289,6.811,6,
143246,44.901768,-93.277434,2023-04-03T18:00:00Z,38.655,50.922,8.473500000000001,3,C4 (55.5-150.3)
145202,45.013673,-93.234185,2023-04-03T18:00:00Z,42.728,48.1,9.0175,3,C4 (55.5-150.3)
126487,45.0386,-93.2142,2023-04-03T18:00:00Z,38.317,52.478,4.6205,6,
143224,45.008751,-93.2498991,2023-04-03T18:00:00Z,35.829,54.49,8.3075,3,C4 (55.5-150.3)
157837,44.9879989,-93.3105071,2023-04-03T18:00:00Z,39.755,51.933,8.898,3,C4 (55.5-150.3)
107082,44.9202,-93.17529,2023-04-03T18:00:00Z,16.0,81.0,0.728,1,C2 (12.1-35.4)
54907,45.00335341,-93.25570528,2023-04-03T18:00:00Z,32.083,57.017,7.4375,3,C4 (55.5-150.3)
142756,45.0045553,-93.2604822,2023-04-03T18:00:00Z,39.442,52.143,8.2965,3,C4 (55.5-150.3)
145616,44.9792079,-93.3026155,2023-04-03T18:00:00Z,39.272,52.722,8.551,3,C4 (55.5-150.3)
142774,44.953557,-93.317888,2023-04-03T18:00:00Z,44.583,50.161,9.3815,3,C4 (55.5-150.3)
143666,44.9978629,-93.2491069,2023-04-03T18:00:00Z,38.65,52.416,8.6415,3,C4 (55.5-150.3)
162145,44.928413,-93.411576,2023-04-03T18:00:00Z,35.464,54.503,10.261,3,C4 (55.5-150.3)
157861,44.929823,-93.258342,2023-04-03T18:00:00Z,32.167,58.005,8.514,3,C4 (55.5-150.3)
143216,44.9777366,-93.2642892,2023-04-03T18:00:00Z,40.001,51.899,9.8115,3,C4 (55.5-150.3)
